RecipeName,RecipeDescription,RecipeId
Bkf/BcEggL        ,Bacon Egg & Cheese (Liq) FtbkFb           ,485
6Bk/BcEggL        ,Bacon Egg & Cheese (Liq) SixBkf           ,486
6Bf/BcEggL        ,Bacon Egg & Cheese (Liq) 6BkfFb           ,487
Mlt/BcEggL        ,Bacon Egg & Cheese (Liq) EngMf            ,488
BgM/BcEggL        ,Bacon Egg & Cheese (Liq) BglMlt           ,489
BsM/BcEggL        ,Bacon Egg & Cheese (Liq) BscMlt           ,490
3Bf/BcEggL        ,Bacon Egg & Cheese (Liq) 3BkfFb           ,491
CrM/BcEggL        ,Bacon Egg & Cheese (Liq) CrsMlt           ,492
FbK/BcEggL        ,Bacon Egg & Cheese (Liq) Ftbk             ,493
Bkf/BcEggL        ,Bacon Egg & Cheese (Liq) FtbkFb           ,494
6Bk/BcEggL        ,Bacon Egg & Cheese (Liq) SixBkf           ,495
6Bf/BcEggL        ,Bacon Egg & Cheese (Liq) 6BkfFb           ,496
Mlt/BcEggL        ,Bacon Egg & Cheese (Liq) EngMf            ,497
BgM/BcEggL        ,Bacon Egg & Cheese (Liq) BglMlt           ,498
CrM/BcEggL        ,Bacon Egg & Cheese (Liq) CrsMlt           ,499
BsM/BcEggL        ,Bacon Egg & Cheese (Liq) BscMlt           ,500
3Bf/BcEggL        ,Bacon Egg & Cheese (Liq) 3BkfFb           ,501
FbK/HmEggL        ,Ham & Egg (Liquid) Ftbk                   ,502
Bkf/HmEggL        ,Ham & Egg (Liquid) FtbkFb                 ,503
6Bk/HmEggL        ,Ham & Egg (Liquid) SixBkf                 ,504
6Bf/HmEggL        ,Ham & Egg (Liquid) 6BkfFb                 ,505
Mlt/HmEggL        ,Ham & Egg (Liquid) EngMf                  ,506
BgM/HmEggL        ,Ham & Egg (Liquid) BglMlt                 ,507
CrM/HmEggL        ,Ham & Egg (Liquid) CrsMlt                 ,508
BsM/HmEggL        ,Ham & Egg (Liquid) BscMlt                 ,509
3Bf/HmEggL        ,Ham & Egg (Liquid) 3BkfFb                 ,510
FbK/SkEggL        ,"Stk, Egg & Chs (Liquid) Ftbk              ",511
Bkf/SkEggL        ,"Stk, Egg & Chs (Liquid) FtbkFb            ",512
6Bk/SkEggL        ,"Stk, Egg & Chs (Liquid) SixBkf            ",513
6Bf/SkEggL        ,"Stk, Egg & Chs (Liquid) 6BkfFb            ",514
Mlt/SkEggL        ,"Stk, Egg & Chs (Liquid) EngMf             ",515
BgM/SkEggL        ,"Stk, Egg & Chs (Liquid) BglMlt            ",516
CrM/SkEggL        ,"Stk, Egg & Chs (Liquid) CrsMlt            ",517
BsM/SkEggL        ,"Stk, Egg & Chs (Liquid) BscMlt            ",518
3Bf/SkEggL        ,"Stk, Egg & Chs (Liquid) 3BkfFb            ",519
FbK/SgEggL        ,Sausage & Egg (Liquid) Ftbk               ,520
Bkf/SgEggL        ,Sausage & Egg (Liquid) FtbkFb             ,521
6Bk/SgEggL        ,Sausage & Egg (Liquid) SixBkf             ,522
6Bf/SgEggL        ,Sausage & Egg (Liquid) 6BkfFb             ,523
Mlt/SgEggL        ,Sausage & Egg (Liquid) EngMf              ,524
BgM/SgEggL        ,Sausage & Egg (Liquid) BglMlt             ,525
CrM/SgEggL        ,Sausage & Egg (Liquid) CrsMlt             ,526
BsM/SgEggL        ,Sausage & Egg (Liquid) BscMlt             ,527
3Bf/SgEggL        ,Sausage & Egg (Liquid) 3BkfFb             ,528
FbK/MegaLq        ,Mega Omlet (Liq) Ftbk                     ,529
Bkf/MegaLq        ,Mega Omlet (Liq) FtbkFb                   ,530
6Bk/MegaLq        ,Mega Omlet (Liq) SixBkf                   ,531
6Bf/MegaLq        ,Mega Omlet (Liq) 6BkfFb                   ,532
Mlt/MegaLq        ,Mega Omlet (Liq) EngMf                    ,533
BgM/MegaLq        ,Mega Omlet (Liq) BglMlt                   ,534
CrM/MegaLq        ,Mega Omlet (Liq) CrsMlt                   ,535
BsM/MegaLq        ,Mega Omlet (Liq) BscMlt                   ,536
3Bf/MegaLq        ,Mega Omlet (Liq) 3BkfFb                   ,537
FbK/BkBMTL        ,Bkfst BMT (Liq) Ftbk                      ,538
Bkf/BkBMTL        ,Bkfst BMT (Liq) FtbkFb                    ,539
6Bk/BkBMTL        ,Bkfst BMT (Liq) SixBkf                    ,540
6Bf/BkBMTL        ,Bkfst BMT (Liq) 6BkfFb                    ,541
Mlt/BkBMTL        ,Bkfst BMT (Liq) EngMf                     ,542
BgM/BkBMTL        ,Bkfst BMT (Liq) BglMlt                    ,543
CrM/BkBMTL        ,Bkfst BMT (Liq) CrsMlt                    ,544
BsM/BkBMTL        ,Bkfst BMT (Liq) BscMlt                    ,545
3Bf/BkBMTL        ,Bkfst BMT (Liq) 3BkfFb                    ,546
FbK/SunOmL        ,Sunrise Omlt (Liq) Ftbk                   ,547
Bkf/SunOmL        ,Sunrise Omlt (Liq) FtbkFb                 ,548
6Bk/SunOmL        ,Sunrise Omlt (Liq) SixBkf                 ,549
6Bf/SunOmL        ,Sunrise Omlt (Liq) 6BkfFb                 ,550
Mlt/SunOmL        ,Sunrise Omlt (Liq) EngMf                  ,551
BgM/SunOmL        ,Sunrise Omlt (Liq) BglMlt                 ,552
CrM/SunOmL        ,Sunrise Omlt (Liq) CrsMlt                 ,553
BsM/SunOmL        ,Sunrise Omlt (Liq) BscMlt                 ,554
3Bf/SunOmL        ,Sunrise Omlt (Liq) 3BkfFb                 ,555
OmltHmEggL        ,Ham & Egg (Liquid) Omelet                 ,556
OmltBcEggL        ,Bacon Egg & Cheese (Liq) Omelet           ,557
OmltSkEggL        ,"Stk, Egg & Chs (Liquid) Omelet            ",558
OmltSgEggL        ,Sausage & Egg (Liquid) Omelet             ,559
OmltMegaLq        ,Mega Omlet (Liq) Omelet                   ,560
OmltBkBMTL        ,Bkfst BMT (Liq) Omelet                    ,561
OmltSunOmL        ,Sunrise Omlt (Liq) Omelet                 ,562
Soup8Soup         ,8oz Soup Soup                             ,563
FbK/HamEgg        ,Ham & Egg Ftbk                            ,564
Bkf/HamEgg        ,Ham & Egg FtbkFb                          ,565
6Bk/HamEgg        ,Ham & Egg SixBkf                          ,566
6Bf/HamEgg        ,Ham & Egg 6BkfFb                          ,567
Mlt/HamEgg        ,Ham & Egg EngMf                           ,568
BgM/HamEgg        ,Ham & Egg BglMlt                          ,569
CrM/HamEgg        ,Ham & Egg CrsMlt                          ,570
BsM/HamEgg        ,Ham & Egg BscMlt                          ,571
3Bf/HamEgg        ,Ham & Egg 3BkfFb                          ,572
OmltFrhTst        ,French Toast Omelet                       ,573
dmF/B.M.T.        ,B.M.T. ExtrFT                             ,574
dm6/B.M.T.        ,B.M.T. Extr6                              ,575
BgM/StkEgAv       ,StkEgChAvo BglMlt                         ,576
BgM/BcnEgg        ,Bacon Egg & Cheese BglMlt                 ,577
BgM/EggChs        ,Egg & Cheese BglMlt                       ,578
ad6/Avocad        ,Avocado Add6in                            ,579
adM/Avocad        ,Avocado AddMlt                            ,580
#NOM?,Add Bacon AddMlt                          ,581
ad6/Pproni        ,Pepperoni Add6in                          ,582
adM/Pproni        ,Pepperoni AddMlt                          ,583
adF/Cheese        ,Cheese AddFt                              ,584
ad6/Cheese        ,Cheese Add6in                             ,585
adM/Cheese        ,Cheese AddMlt                             ,586
#NOM?,Ham Portn                                 ,587
#NOM?,Roast Beef Portn                          ,588
#NOM?,Turkey Portn                              ,589
#NOM?,Salami Portn                              ,590
#NOM?,Pepperoni Portn                           ,591
#NOM?,Tuna Portn                                ,592
#NOM?,Meatball Portn                            ,593
dmF/Club          ,Subway Club ExtrFT                        ,594
dm6/Club          ,Subway Club Extr6                         ,595
dm6/Melt          ,Subway Melt Extr6                         ,596
dmF/Melt          ,Subway Melt ExtrFT                        ,597
dm6/TrkyHm        ,Turkey & Ham Extr6                        ,598
dmF/TrkyHm        ,Turkey & Ham ExtrFT                       ,599
dmF/RstBf         ,Roast Beef ExtrFT                         ,600
dm6/RstBf         ,Roast Beef Extr6                          ,601
dmF/Turkey        ,Turkey ExtrFT                             ,602
dm6/Turkey        ,Turkey Extr6                              ,603
dmF/Ham           ,Ham ExtrFT                                ,604
dm6/Ham           ,Ham Extr6                                 ,605
dm6/Spicy         ,Spicy Italian Extr6                       ,606
dmF/Spicy         ,Spicy Italian ExtrFT                      ,607
dmF/CCTrio        ,Cold Cut Combo ExtrFT                     ,608
dm6/CCTrio        ,Cold Cut Combo Extr6                      ,609
dmF/BLT           ,BLT ExtrFT                                ,610
dm6/BLT           ,BLT Extr6                                 ,611
dmF/Tuna          ,Tuna ExtrFT                               ,612
dm6/Tuna          ,Tuna Extr6                                ,613
dmF/Steak         ,Steak & Chse ExtrFT                       ,614
dm6/Steak         ,Steak & Chse Extr6                        ,615
dmF/RstChx        ,Rst Chicken ExtrFT                        ,616
dm6/RstChx        ,Rst Chicken Extr6                         ,617
dmF/ChxTry        ,Chicken Teriyaki ExtrFT                   ,618
dm6/ChxTry        ,Chicken Teriyaki Extr6                    ,619
dmF/Meatbl        ,Meatball ExtrFT                           ,620
dm6/Meatbl        ,Meatball Extr6                            ,621
dmF/BufChx        ,Buffalo Chix ExtrFT                       ,622
dm6/BufChx        ,Buffalo Chix Extr6                        ,623
dmF/ChBcRn        ,Chicken Bcn Ranch ExtrFT                  ,624
dm6/ChBcRn        ,Chicken Bcn Ranch Extr6                   ,625
dmF/Angus         ,AngusStk ExtrFT                           ,626
dm6/Angus         ,AngusStk Extr6                            ,627
dmF/BqRib         ,BBQ Rib ExtrFT                            ,628
dm6/BqRib         ,BBQ Rib Extr6                             ,629
FtL/AlbTky        ,Albuquerque Turkey FtLong                 ,630
FfB/AlbTky        ,Albuquerque Turkey FtFbd                  ,631
Six/AlbTky        ,Albuquerque Turkey 6 inch                 ,632
fBd/AlbTky        ,Albuquerque Turkey FlatBd                 ,633
Sld/AlbTky        ,Albuquerque Turkey Salad                  ,634
dmF/AlbTky        ,Albuquerque Turkey ExtrFT                 ,635
dm6/AlbTky        ,Albuquerque Turkey Extr6                  ,636
dmF/ChPar         ,Chicken Parm ExtrFT                       ,637
dm6/ChPar         ,Chicken Parm Extr6                        ,638
#NOM?,Chicken Finger Portn                      ,639
dmF/ChxPzl        ,Chicken Pizziola ExtrFT                   ,640
dm6/ChxPzl        ,Chicken Pizziola Extr6                    ,641
dmF/CkPizP        ,Chicken Pizziola Patty ExtrFT             ,642
dm6/CkPizP        ,Chicken Pizziola Patty Extr6              ,643
dmF/ChxSld        ,ChicknSld ExtrFT                          ,644
dm6/ChxSld        ,ChicknSld Extr6                           ,645
#NOM?,ChicknSld Portn                           ,646
dmF/ChxStr        ,Chickn Strips ExtrFT                      ,647
dm6/ChxStr        ,Chickn Strips Extr6                       ,648
dmF/PizzaS        ,Pizza Sub ExtrFT                          ,649
dm6/PizzaS        ,Pizza Sub Extr6                           ,650
dmF/Seafd         ,Seafood Sensation ExtrFT                  ,651
dm6/Seafd         ,Seafood Sensation Extr6                   ,652
#NOM?,Seafood Sensation Portn                   ,653
dmF/TkBcAv        ,TkyBcnAvo ExtrFT                          ,654
dm6/TkBcAv        ,TkyBcnAvo Extr6                           ,655
dmF/Tuscan        ,Tuscan Chickn ExtrFT                      ,656
dm6/Tuscan        ,Tuscan Chickn Extr6                       ,657
dmF/VegPty        ,Veggie Patty ExtrFT                       ,658
dm6/VegPty        ,Veggie Patty Extr6                        ,659
dmF/Bolona        ,Bologna ExtrFT                            ,660
dm6/Bolona        ,Bologna Extr6                             ,661
#NOM?,Bologna Portn                             ,662
dmF/CkBLTR        ,Chicken B.L.T. Ranch ExtrFT               ,663
dm6/CkBLTR        ,Chicken B.L.T. Ranch Extr6                ,664
#NOM?,Bacon Portn                               ,665
FfB/Feast         ,The Feast FtFbd                           ,666
Six/Feast         ,The Feast 6 inch                          ,667
fBd/Feast         ,The Feast FlatBd                          ,668
Sld/Feast         ,The Feast Salad                           ,669
dmF/BajaCh        ,BajaChix ExtrFT                           ,670
dm6/BajaCh        ,BajaChix Extr6                            ,671
dmF/BajaSt        ,BajaStk ExtrFT                            ,672
dm6/BajaSt        ,BajaStk Extr6                             ,673
dmF/BQCStr        ,BBQ Chicken Strips ExtrFT                 ,674
dm6/BQCStr        ,BBQ Chicken Strips Extr6                  ,675
dmF/BBQMtb        ,BBQ Meatballs ExtrFT                      ,676
dm6/BBQMtb        ,BBQ Meatballs Extr6                       ,677
#NOM?,BBQ Meatballs Portn                       ,678
FfB/TrkyPp        ,Turkey & Pepperoni FtFbd                  ,679
Six/TrkyPp        ,Turkey & Pepperoni 6 inch                 ,680
fBd/TrkyPp        ,Turkey & Pepperoni FlatBd                 ,681
Sld/TrkyPp        ,Turkey & Pepperoni Salad                  ,682
BxL/TrkyPp        ,Turkey & Pepperoni BoxLn                  ,683
dmF/TrkyPp        ,Turkey & Pepperoni ExtrFT                 ,684
dm6/TrkyPp        ,Turkey & Pepperoni Extr6                  ,685
Coo/Cookie Bites  ,Cookie Bites Cookie                       ,686
Mlt/Tuna          ,Tuna EngMf                                ,687
Mlt/Turkey        ,Turkey EngMf                              ,688
Mlt/Ham           ,Ham EngMf                                 ,689
Mlt/CCTrio        ,Cold Cut Combo EngMf                      ,690
#NOM?,Pepperoni Pizza Portn                     ,691
#NOM?,Sausage Pizza Portn                       ,692
#NOM?,Meatball Pizza Portn                      ,693
#NOM?,Bacon Pizza Portn                         ,694
#NOM?,Cheese Pizza Portn                        ,695
FtL/BBQStk        ,BBQ Beef Shaved Steak FtLong              ,696
FfB/BBQStk        ,BBQ Beef Shaved Steak FtFbd               ,697
Six/BBQStk        ,BBQ Beef Shaved Steak 6 inch              ,698
fBd/BBQStk        ,BBQ Beef Shaved Steak FlatBd              ,699
Sld/BBQStk        ,BBQ Beef Shaved Steak Salad               ,700
BxL/BBQStk        ,BBQ Beef Shaved Steak BoxLn               ,701
dmF/BBQStk        ,BBQ Beef Shaved Steak ExtrFT              ,702
dm6/BBQStk        ,BBQ Beef Shaved Steak Extr6               ,703
FtL/BQCPty        ,BBQ Chicken Patty FtLong                  ,704
FfB/BQCPty        ,BBQ Chicken Patty FtFbd                   ,705
Six/BQCPty        ,BBQ Chicken Patty 6 inch                  ,706
fBd/BQCPty        ,BBQ Chicken Patty FlatBd                  ,707
Sld/BQCPty        ,BBQ Chicken Patty Salad                   ,708
